status,upload_date,size_kb,identity_name_guess,live_profiles_with_this_identity_name,live_scenarios_with_this_identity,template_scenarios_with_this_identity,s3_key,url,gsheet_preview
orphan,2025-11-08 18:39:59,202,Casey Schmid,,,,media/5079f8ae-51c8-4b08-911e-e1f835397085/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/5079f8ae-51c8-4b08-911e-e1f835397085/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/5079f8ae-51c8-4b08-911e-e1f835397085/Casey-Schmid.jpg"")"
orphan,2025-11-08 18:43:47,202,Casey Schmid,,,,media/915955d9-b738-4f09-bb67-2a6566eb8699/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/915955d9-b738-4f09-bb67-2a6566eb8699/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/915955d9-b738-4f09-bb67-2a6566eb8699/Casey-Schmid.jpg"")"
orphan,2025-11-08 18:43:48,202,Casey Schmid,,,,media/500d0407-1e42-4626-8a3c-000d965a56dd/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/500d0407-1e42-4626-8a3c-000d965a56dd/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/500d0407-1e42-4626-8a3c-000d965a56dd/Casey-Schmid.jpg"")"
orphan,2025-11-08 18:55:22,202,Casey Schmid,,,,media/efe5dd0b-5e19-4a3a-8f83-220204f3f10f/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/efe5dd0b-5e19-4a3a-8f83-220204f3f10f/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/efe5dd0b-5e19-4a3a-8f83-220204f3f10f/Casey-Schmid.jpg"")"
orphan,2025-11-08 18:55:25,202,Casey Schmid,,,,media/c63b8d33-7328-4b0b-8244-4ebf97311b6f/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c63b8d33-7328-4b0b-8244-4ebf97311b6f/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c63b8d33-7328-4b0b-8244-4ebf97311b6f/Casey-Schmid.jpg"")"
orphan,2025-11-08 18:55:27,202,Casey Schmid,,,,media/1d67db6b-dcf3-4460-8ec1-d01c5bb4abe7/Casey-Schmid.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/1d67db6b-dcf3-4460-8ec1-d01c5bb4abe7/Casey-Schmid.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/1d67db6b-dcf3-4460-8ec1-d01c5bb4abe7/Casey-Schmid.jpg"")"
orphan,2025-11-08 21:20:06,1275,Casey Passport Size 50mm,,,,media/95e249f8-9e6e-4216-9d8e-b10771b703ec/Casey_Passport_Size_50mm,https://discovita-dev-coach-staging.s3.amazonaws.com/media/95e249f8-9e6e-4216-9d8e-b10771b703ec/Casey_Passport_Size_50mm,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/95e249f8-9e6e-4216-9d8e-b10771b703ec/Casey_Passport_Size_50mm"")"
orphan,2025-11-08 21:20:09,1275,Casey Passport Size 50mm,,,,media/80f73e46-b769-4855-847c-20b3ce73dbc3/Casey_Passport_Size_50mm,https://discovita-dev-coach-staging.s3.amazonaws.com/media/80f73e46-b769-4855-847c-20b3ce73dbc3/Casey_Passport_Size_50mm,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/80f73e46-b769-4855-847c-20b3ce73dbc3/Casey_Passport_Size_50mm"")"
orphan,2025-11-09 17:52:17,416,magical healer,stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/96fcaf58-d0d4-4c0e-9e2d-28301af81489/magical_healer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/96fcaf58-d0d4-4c0e-9e2d-28301af81489/magical_healer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/96fcaf58-d0d4-4c0e-9e2d-28301af81489/magical_healer.jpg"")"
orphan,2025-11-09 17:52:22,416,magical healer,stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/54445fd3-4b66-479a-8e32-43d45b8e39f2/magical_healer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/54445fd3-4b66-479a-8e32-43d45b8e39f2/magical_healer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/54445fd3-4b66-479a-8e32-43d45b8e39f2/magical_healer.jpg"")"
orphan,2025-11-09 17:55:57,416,magical healer,stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/44cf31e6-7d6f-403a-b3e6-d5d089fbe143/magical_healer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/44cf31e6-7d6f-403a-b3e6-d5d089fbe143/magical_healer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/44cf31e6-7d6f-403a-b3e6-d5d089fbe143/magical_healer.jpg"")"
orphan,2025-11-09 17:55:58,450,power banker,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/7123b914-df93-4756-b6a1-81dcedf3649b/power_banker.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/7123b914-df93-4756-b6a1-81dcedf3649b/power_banker.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/7123b914-df93-4756-b6a1-81dcedf3649b/power_banker.jpg"")"
orphan,2025-11-09 17:55:58,437,successful entrepenuer,,,,media/87d129e7-a7f6-4652-bef3-fac3a1b3c8ab/successful_entrepenuer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/87d129e7-a7f6-4652-bef3-fac3a1b3c8ab/successful_entrepenuer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/87d129e7-a7f6-4652-bef3-fac3a1b3c8ab/successful_entrepenuer.jpg"")"
orphan,2025-11-09 17:55:59,658,creator,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_04c10b4f@testscenario.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_44c25234@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com | stg:test_user_f85c91d1@testscenario.com | stg:test_user_fbd2531c@testscenario.com,prd:full test sept 10 2025 | stg:Casey - BR Testing | stg:Casey - IR Testing | stg:LA dec 20 2025 | stg:LA test oct 27 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents | stg:leigh ann test oct 23,prd:full test sept 10 2025 (la@discovita.com) | stg:Casey - BR Testing (superadmin@admin.com) | stg:Casey - IR Testing (superadmin@admin.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:LA test oct 27 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com) | stg:leigh ann test oct 23 (la@discovita.com),media/3f160d13-e5d7-428b-9bbb-dbf30005aaad/creator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/3f160d13-e5d7-428b-9bbb-dbf30005aaad/creator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/3f160d13-e5d7-428b-9bbb-dbf30005aaad/creator.jpg"")"
orphan,2025-11-09 17:56:00,585,adventurer,stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann | stg:leigh ann no identity compnents,stg:YC test Leigh Ann (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/be5aa035-31f9-4472-8f3a-6ee574885252/adventurer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/be5aa035-31f9-4472-8f3a-6ee574885252/adventurer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/be5aa035-31f9-4472-8f3a-6ee574885252/adventurer.jpg"")"
orphan,2025-11-09 17:56:00,518,elegant icon,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/bf109076-df0b-44f6-a1a2-e1fa50a0f991/elegant_icon.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/bf109076-df0b-44f6-a1a2-e1fa50a0f991/elegant_icon.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/bf109076-df0b-44f6-a1a2-e1fa50a0f991/elegant_icon.jpg"")"
orphan,2025-11-09 17:56:01,531,acrobat,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/3f7b87a3-c266-4d80-8447-c2c9cb22b22b/acrobat.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/3f7b87a3-c266-4d80-8447-c2c9cb22b22b/acrobat.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/3f7b87a3-c266-4d80-8447-c2c9cb22b22b/acrobat.jpg"")"
orphan,2025-11-09 17:56:02,543,princess wife,stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/858a2271-db6f-4c07-8e5e-4346deb120df/princess_wife.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/858a2271-db6f-4c07-8e5e-4346deb120df/princess_wife.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/858a2271-db6f-4c07-8e5e-4346deb120df/princess_wife.jpg"")"
orphan,2025-11-09 17:56:03,444,captain of my life,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_05c07943@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Latriza | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Latriza (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/3ca45ffd-4ad9-4463-84d7-94cc12596242/captain_of_my_life.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/3ca45ffd-4ad9-4463-84d7-94cc12596242/captain_of_my_life.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/3ca45ffd-4ad9-4463-84d7-94cc12596242/captain_of_my_life.jpg"")"
orphan,2025-11-09 17:56:03,423,empowered mother,prd:la@discovita.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/33eb9a34-706a-4524-b4c8-cc7e20917e70/empowered_mother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/33eb9a34-706a-4524-b4c8-cc7e20917e70/empowered_mother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/33eb9a34-706a-4524-b4c8-cc7e20917e70/empowered_mother.jpg"")"
orphan,2025-11-09 17:56:08,416,magical healer,stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/2c2e1b44-e42d-49db-a001-a358da9aed79/magical_healer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/2c2e1b44-e42d-49db-a001-a358da9aed79/magical_healer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/2c2e1b44-e42d-49db-a001-a358da9aed79/magical_healer.jpg"")"
orphan,2025-11-09 17:56:08,437,successful entrepenuer,,,,media/a513b941-ac2f-41a5-99c5-ecdcb509b93d/successful_entrepenuer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/a513b941-ac2f-41a5-99c5-ecdcb509b93d/successful_entrepenuer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/a513b941-ac2f-41a5-99c5-ecdcb509b93d/successful_entrepenuer.jpg"")"
orphan,2025-11-09 17:56:09,450,power banker,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/b527f2f3-118c-4f6d-9c73-e31e5898b11d/power_banker.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/b527f2f3-118c-4f6d-9c73-e31e5898b11d/power_banker.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/b527f2f3-118c-4f6d-9c73-e31e5898b11d/power_banker.jpg"")"
orphan,2025-11-09 17:56:10,658,creator,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_04c10b4f@testscenario.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_44c25234@testscenario.com | stg:test_user_6701f39c@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com | stg:test_user_f85c91d1@testscenario.com | stg:test_user_fbd2531c@testscenario.com,prd:full test sept 10 2025 | stg:Casey - BR Testing | stg:Casey - IR Testing | stg:LA dec 20 2025 | stg:LA test oct 27 | stg:YC test Leigh Ann | stg:full test sept 10 2025 | stg:leigh ann IC test | stg:leigh ann no identity compnents | stg:leigh ann test oct 23,prd:full test sept 10 2025 (la@discovita.com) | stg:Casey - BR Testing (superadmin@admin.com) | stg:Casey - IR Testing (superadmin@admin.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:LA test oct 27 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com) | stg:leigh ann IC test (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com) | stg:leigh ann test oct 23 (la@discovita.com),media/31884135-378f-4e88-961b-56689487d3c8/creator.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/31884135-378f-4e88-961b-56689487d3c8/creator.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/31884135-378f-4e88-961b-56689487d3c8/creator.jpg"")"
orphan,2025-11-09 17:56:10,518,elegant icon,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/e51bdb7f-501b-4077-ba75-5ed7162db2a8/elegant_icon.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/e51bdb7f-501b-4077-ba75-5ed7162db2a8/elegant_icon.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/e51bdb7f-501b-4077-ba75-5ed7162db2a8/elegant_icon.jpg"")"
orphan,2025-11-09 17:56:11,585,adventurer,stg:lalegendsmma@gmail.com | stg:test_user_3e3bc511@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann | stg:leigh ann no identity compnents,stg:YC test Leigh Ann (la@discovita.com) | stg:leigh ann no identity compnents (la@discovita.com),media/c748f791-c920-4b74-a691-a5bddb1b1a01/adventurer.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/c748f791-c920-4b74-a691-a5bddb1b1a01/adventurer.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/c748f791-c920-4b74-a691-a5bddb1b1a01/adventurer.jpg"")"
orphan,2025-11-09 17:56:12,531,acrobat,prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/5d12972b-c199-489d-a8bf-d6dd76c61577/acrobat.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/5d12972b-c199-489d-a8bf-d6dd76c61577/acrobat.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/5d12972b-c199-489d-a8bf-d6dd76c61577/acrobat.jpg"")"
orphan,2025-11-09 17:56:12,543,princess wife,stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/3ccec25d-bf16-4faa-9142-51b73199d65e/princess_wife.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/3ccec25d-bf16-4faa-9142-51b73199d65e/princess_wife.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/3ccec25d-bf16-4faa-9142-51b73199d65e/princess_wife.jpg"")"
orphan,2025-11-09 17:56:13,423,empowered mother,prd:la@discovita.com | stg:test_user_b344151d@testscenario.com,stg:YC test Leigh Ann,stg:YC test Leigh Ann (la@discovita.com),media/a37d4d85-d09e-40bd-ab40-07abd270bfb3/empowered_mother.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/a37d4d85-d09e-40bd-ab40-07abd270bfb3/empowered_mother.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/a37d4d85-d09e-40bd-ab40-07abd270bfb3/empowered_mother.jpg"")"
orphan,2025-11-09 17:56:14,444,captain of my life,prd:la@discovita.com | prd:test_user_e349cbf6@testscenario.com | stg:lalegendsmma@gmail.com | stg:test_user_05c07943@testscenario.com | stg:test_user_3ff6c483@testscenario.com | stg:test_user_8c3ce78d@testscenario.com | stg:test_user_b344151d@testscenario.com | stg:test_user_e349cbf6@testscenario.com,prd:full test sept 10 2025 | stg:LA dec 20 2025 | stg:YC test Latriza | stg:YC test Leigh Ann | stg:full test sept 10 2025,prd:full test sept 10 2025 (la@discovita.com) | stg:LA dec 20 2025 (la@discovita.com) | stg:YC test Latriza (la@discovita.com) | stg:YC test Leigh Ann (la@discovita.com) | stg:full test sept 10 2025 (la@discovita.com),media/5eeff76a-919b-4ecd-8c30-3abd4caf5dc3/captain_of_my_life.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/5eeff76a-919b-4ecd-8c30-3abd4caf5dc3/captain_of_my_life.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/5eeff76a-919b-4ecd-8c30-3abd4caf5dc3/captain_of_my_life.jpg"")"
orphan,2025-11-09 17:58:54,488,agile lioness,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/9a69fe7f-371b-46c0-af2a-17aee4a0d28c/agile_lioness.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/9a69fe7f-371b-46c0-af2a-17aee4a0d28c/agile_lioness.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/9a69fe7f-371b-46c0-af2a-17aee4a0d28c/agile_lioness.jpg"")"
orphan,2025-11-09 17:58:54,374,joy seeker,stg:test_user_05c07943@testscenario.com,stg:YC test Latriza,stg:YC test Latriza (la@discovita.com),media/939e45d9-a2d8-4b52-88fd-41f3bddfe50c/joy_seeker.jpg,https://discovita-dev-coach-staging.s3.amazonaws.com/media/939e45d9-a2d8-4b52-88fd-41f3bddfe50c/joy_seeker.jpg,"=IMAGE(""https://discovita-dev-coach-staging.s3.amazonaws.com/media/939e45d9-a2d8-4b52-88fd-41f3bddfe50c/joy_seeker.jpg"")"
